transaction_id,account_id,date,type,amount
2868,15,2025-03-01,deposit,596830
2869,278,2025-03-26,deposit,141984
2870,6,2025-09-16,withdrawal,206863
2871,104,2024-12-24,transfer,492169
2872,124,2025-09-25,withdrawal,99170
2873,290,2025-08-12,deposit,1187247
2874,24,2025-01-24,deposit,664722
2875,159,2025-05-01,deposit,752947
2876,204,2025-05-18,transfer,107175
2877,201,2025-02-12,transfer,191561
2878,50,2025-08-22,withdrawal,437070
2879,52,2025-02-22,transfer,428359
2880,13,2025-06-21,transfer,422369
2881,245,2024-12-27,transfer,460507
2882,149,2025-11-22,deposit,322797
2883,238,2025-10-24,deposit,1861407
2884,48,2025-03-28,transfer,126409
2885,73,2025-08-21,transfer,89435
2886,265,2025-11-06,transfer,324154
2887,268,2025-02-13,withdrawal,479217
2888,174,2025-10-23,withdrawal,387819
2889,221,2025-12-07,deposit,1872891
2890,199,2025-10-16,deposit,442928
2891,39,2025-10-25,deposit,1193877
2892,255,2024-12-15,deposit,1692633
2893,74,2025-01-21,withdrawal,583713
2894,256,2025-05-17,deposit,958801
2895,87,2025-01-11,withdrawal,179316
2896,144,2025-06-06,transfer,195488
2897,46,2025-12-06,deposit,380780
2898,236,2025-04-18,withdrawal,506250
2899,227,2025-02-17,transfer,489526
2900,64,2024-12-28,transfer,260988
2901,187,2025-07-05,withdrawal,430415
2902,67,2025-08-27,withdrawal,394546
2903,161,2025-11-22,withdrawal,97546
2904,212,2025-04-21,transfer,240977
2905,22,2025-01-06,transfer,342571
2906,126,2025-09-21,transfer,435563
2907,5,2025-01-30,deposit,1793996
2908,149,2025-09-25,withdrawal,175890
2909,205,2025-06-24,deposit,472772
2910,237,2025-06-04,transfer,54022
2911,239,2025-09-07,withdrawal,683693
2912,239,2025-03-10,deposit,184982
2913,56,2025-07-17,withdrawal,815533
2914,103,2025-01-10,withdrawal,354688
2915,163,2025-08-13,withdrawal,643727
2916,109,2025-08-08,transfer,393646
2917,59,2024-12-27,withdrawal,486660
2918,280,2025-08-05,deposit,1994219
2919,75,2025-05-20,transfer,116919
2920,291,2025-06-20,deposit,1265550
2921,32,2025-07-16,withdrawal,837912
2922,243,2025-03-26,deposit,118408
2923,12,2025-04-25,transfer,226732
2924,130,2025-01-19,transfer,97330
2925,73,2025-07-03,deposit,579421
2926,42,2025-12-07,withdrawal,926220
2927,232,2025-03-27,withdrawal,560269
2928,133,2025-01-04,deposit,1746787
2929,48,2025-05-09,withdrawal,368633
2930,85,2025-07-10,deposit,737485
2931,247,2025-11-25,withdrawal,571519
2932,83,2025-06-07,transfer,234000
2933,293,2024-12-13,withdrawal,872994
2934,288,2025-01-16,transfer,109102
2935,297,2025-05-22,transfer,80821
2936,163,2025-07-30,deposit,320634
2937,76,2025-05-19,withdrawal,916285
2938,59,2025-04-21,transfer,218063
2939,267,2025-07-26,transfer,6927
2940,65,2025-10-31,transfer,240577
2941,297,2025-03-29,deposit,81516
2942,97,2025-09-13,withdrawal,740276
2943,86,2025-03-28,transfer,202948
2944,179,2025-11-20,deposit,405889
2945,296,2025-06-12,deposit,781483
2946,9,2025-05-14,withdrawal,950210
2947,258,2025-08-20,deposit,1471574
2948,234,2025-06-06,withdrawal,440321
2949,181,2025-09-01,transfer,228267
2950,172,2025-03-08,deposit,1947694
2951,235,2025-03-08,withdrawal,401246
2952,284,2025-09-11,transfer,90279
2953,224,2025-11-10,withdrawal,308873
2954,224,2025-12-02,transfer,153503
2955,51,2025-01-30,deposit,1695178
2956,46,2025-10-19,transfer,13612
2957,211,2025-10-23,deposit,1046036
2958,279,2025-07-23,deposit,1333598
2959,258,2024-12-24,transfer,427508
2960,149,2025-04-01,withdrawal,232162
2961,233,2025-02-04,transfer,204795
2962,101,2025-06-05,withdrawal,140485
2963,238,2025-11-03,withdrawal,962100
2964,203,2025-06-17,deposit,1975519
2965,115,2025-04-24,transfer,153690
2966,136,2025-07-08,withdrawal,889214
2967,124,2025-07-08,deposit,1892829
2968,17,2025-02-24,deposit,60043
2969,192,2025-10-11,transfer,434934
2970,163,2025-09-26,withdrawal,188688
2971,221,2025-06-26,deposit,1170470
2972,99,2025-06-27,transfer,342869
2973,27,2025-02-11,transfer,229973
2974,200,2025-07-02,transfer,96077
2975,163,2025-07-19,transfer,88070
2976,119,2025-02-10,deposit,1494030
2977,259,2025-09-29,deposit,1329227
2978,201,2025-04-20,transfer,485596
2979,284,2025-05-22,deposit,1994568
2980,105,2024-12-21,deposit,200591
2981,224,2025-10-07,deposit,1323886
2982,79,2025-12-05,deposit,1301248
2983,279,2025-06-21,deposit,1204138
2984,13,2025-02-12,transfer,389916
2985,233,2025-06-09,transfer,336088
2986,96,2025-03-31,deposit,1373439
2987,153,2025-04-12,deposit,1127851
2988,194,2025-01-03,withdrawal,701281
2989,141,2025-02-19,deposit,1965786
2990,12,2025-01-29,transfer,308748
2991,57,2025-10-09,withdrawal,982238
2992,63,2025-05-01,deposit,302450
2993,135,2025-01-16,deposit,199567
2994,254,2025-03-24,withdrawal,967055
2995,201,2024-12-19,deposit,1034779
2996,212,2025-10-24,deposit,1025300
2997,40,2025-07-10,deposit,1446448
2998,193,2025-07-26,withdrawal,674327
2999,83,2024-12-13,deposit,631534
3000,92,2025-10-27,transfer,302425
